trip_frequency,average_booking_value,destination_diversity,session_duration,search_behavior
0.0,4208.208273597592,4.508075576416101,8.988833733556007,12.11256892064228
0.0,7608.6701735382085,11.01951504010363,1.0,0.0
3.213389711836841,6423.422018989742,9.03935258017566,59.02830474330993,0.0
0.0,3071.41416753435,9.079357545039738,52.88791578559854,10.817111722407471
2.081899214564496,4303.31881280179,5.282828108580801,19.58877531783435,0.0
0.0,6478.829157851603,10.215780526173877,1.0,5.149663218083932
0.8426427279632742,7116.89051093105,6.656463995820002,51.47506880935819,0.0
0.0,3732.2840039746206,9.839579717392844,41.010161793449605,10.510381744419433
3.7152426428780365,6938.589753810532,7.376928132054749,31.499088488587162,0.0
0.0,6401.464645143589,9.542444826687502,31.673648232564965,0.0
4.093745930721873,6690.438813576691,5.271421975594711,45.44991368523007,0.0
5.388636546649865,6906.835040778362,5.473915850115743,51.98828739784321,0.0
0.5255027314666445,6960.271870929367,7.67861673492264,46.851305969552925,0.0
0.0,3931.5362653287557,11.15061395338721,59.68606498908272,15.69809039295313
0.4319335871828418,6654.983861955591,6.7292719236100815,35.88539456872855,3.3055870467439483
0.0,7213.577762055819,9.156439157778125,1.0,0.0
2.2387637854685063,6998.35653733395,5.553739311799868,20.47050701462721,0.0
4.756283298204887,7725.071934466402,5.87797126770721,44.23522574931431,2.4520120528109715
0.1738497552994982,3951.205749208112,2.310911429039841,30.6223387988665,0.0
1.1094546942553638,6633.985667400559,7.4572943979680275,48.37160295866231,0.0
0.0,3405.6006369824627,10.710459688299107,52.33700821094002,5.693230140074344
4.911296637889301,6684.673813376245,5.166090242418445,50.74999188571982,0.0
3.338790007531922,6931.782923124738,8.023944239929074,65.87638028482706,0.0
4.188243549118209,7314.923546572785,5.659618151766548,51.63895093769861,0.0
0.0,6689.527832675691,9.400574149786031,1.0,3.714300269821594
0.0,6321.843701287857,9.447020223890608,1.0,0.0
0.5249203218670009,6813.353524564453,6.648002274289997,70.36743413492268,0.0
0.0,2620.8176118448796,9.225908012239849,35.38792728094139,12.860249550886742
0.0,6810.5181652702395,10.561502320120393,1.0,0.0
0.8324229984944704,2771.391767058354,10.809434270870351,57.98969039439989,21.970327922349533
2.1756203497584514,7245.574483270921,9.803107228911003,64.73049096984259,3.4973898771024405
0.0,6428.303419556758,11.419657530879896,1.0,0.7976692259222862
7.529368555246049,6920.756964102162,10.848715996240278,40.914772433407954,0.0
0.0,7322.941680539709,9.313650973352031,1.0,0.0
0.23445331421862825,7821.028381663742,11.184652690122304,1.0,3.5003370259651305
4.098199479016086,7287.711339212731,7.179326761123608,30.52388594450463,3.4038301984876522
0.0,4260.772443216163,2.513257101646864,5.00282481358564,10.959137796399189
0.0,3812.5258815126244,8.928393217995332,59.77595712706359,12.296288108392325
1.0766184044290599,2430.4897551136946,9.909988944747338,56.02712883139976,15.754901196551868
0.0,3616.9999663469453,12.255631377287422,27.36131010094083,7.812657494056569
1.7658305383946802,3925.7859887526542,3.094271691015135,47.299720347609224,1.399450836410459
0.0,3968.926411342683,2.787824465391551,17.21101991955669,6.660049104101814
0.0,4427.366205401774,1.7015112684919076,13.789190244320212,0.0
0.0,6776.418116531559,11.362319301796811,1.0,0.0
1.266552676405139,7509.628475893734,8.218613336263195,31.090888648900233,0.0
0.11991998664805514,4102.159231371652,3.3274616639777035,1.0,0.0
0.0,6521.35354505994,9.905984930827941,1.0,0.0
0.0,7892.537384350777,12.110679966499205,1.0,0.0
3.7163872034964136,6859.393122577092,9.041320463536273,28.408568738114838,0.0
0.3085797932265777,7388.449708580382,7.333404650745936,49.205378113887846,0.0
0.0,7284.021679022241,10.332489953028134,1.0,4.305279768923535
0.0,4794.0650380695915,5.9235437500429615,14.77584723090185,2.4505173225978165
0.0,7405.7027492364305,10.05556246568565,1.0,0.35915981553431386
4.359085499915305,6428.468929657848,6.653732994140481,35.58420475867642,0.0
2.296285839942446,7509.5435602718335,7.5812050054641205,66.83285188061818,1.792458856179671
0.7993864514412516,2545.9073677774495,9.830719044602425,56.095138810329665,12.31261314428108
0.0,4204.3140514359775,1.9423575143608314,26.73364358282344,0.0
0.0,7370.645054889354,9.715388996399671,1.0,0.0
0.0,3936.3408557301564,8.931104874920749,46.60887771627441,23.250514807482205
0.0,5319.159425867039,5.720722540719358,39.11055966937765,0.0
5.24789199605033,6833.428654846527,6.645722150956287,51.017116028827246,1.461960906678753
4.706057228230925,6620.801822034246,8.969028809457352,56.106106517455046,0.0
0.7724332729999146,3697.049822305256,9.155417768171825,33.593825938154495,23.213845238483547
0.0,4151.8959680479065,4.57106284148815,30.15627747161355,4.295726008164639
0.0,4012.3915386095996,10.99936391729475,44.474242691786955,14.588973037825227
0.0,6038.756528420634,11.543620710791473,1.0,1.866926184702768
3.3660205751809036,6559.059558915738,9.260562057618447,62.16271913356251,0.0
1.9364137082327861,6779.740633609394,9.077179825373046,41.6323178041382,0.0
1.0283678964782341,6669.9460438973565,6.880566505474254,66.50306822096448,0.0
1.2400365353248022,4058.1039364389085,4.545094150451517,7.536500344527216,1.2583663401546907
0.0,4533.5781156447865,4.206346536377404,25.67857215309398,0.0
1.2980192637501529,4099.361319738873,3.7154931616514375,45.52368105394828,0.28118533510268406
0.0,6122.081244799384,8.688206787002247,1.0,4.388822796287359
0.0,2315.1171792436758,8.62234256054781,44.747758253676416,13.24399379712398
0.0,7030.005298402384,8.825648341894542,1.0,0.0
0.0,7085.030745799465,10.807897301926342,1.0,0.0
0.0,7502.587506867474,9.490604628884142,1.0,0.0
0.0,3686.923958238526,12.26268865396649,57.898706572910356,15.253638737886526
0.0,7116.559603560685,11.724329064647762,1.0,0.0
0.0,5162.272653527104,3.964027969925609,10.825795446596329,10.725653776042003
0.1306964094585812,6639.185339088034,9.252011467184381,1.0,0.0
4.464997377962606,5623.001832903155,9.59386462182264,59.62617259281442,0.0
7.0308100958903665,6391.75815451824,5.718420926199607,68.44250569635498,0.8100347187151353
0.6893763336080916,1717.077053265412,9.654034507145312,57.619726701724105,22.6301577974878
0.0,4788.737181579493,1.315430016491183,22.025347991521013,0.0
0.0,5273.948701703504,7.604517876824677,1.0,3.816238428938659
0.0,4390.846574113364,3.8105716353160806,23.439855682277457,2.8580361068100366
0.05464508771289811,3729.970104795675,1.9684484643123403,23.35028294925817,0.0
0.0,3222.3873982003697,7.954809334929523,41.86304459150571,15.678525330703838
2.4777507293489744,6187.77749395657,4.64339334972913,60.25854013734292,0.0
3.4901008012983956,6503.317171005439,5.509122206589485,54.65382854730997,0.6500843902937419
1.334472111760077,6756.896409663677,7.806604324324315,58.39241251561072,0.0
0.0,6531.256380466371,7.330659281475857,54.39273376486918,0.0
0.0,7568.927662287825,9.453618228702938,1.0,0.0
2.317942326923248,5887.986138115096,6.104898932310786,72.84015713490508,0.0
0.0,3769.6815632741796,10.781630133294708,59.95730401888479,28.915719308769795
3.4291264211755257,6805.422552797839,7.376809852859306,27.138326792903197,0.0
0.0,7720.6757339416345,10.488926623691983,1.0,0.0
1.7149058722466135,3772.235160096288,1.873902195234301,14.086600249511871,4.254765238353296
0.0,2486.3022404373714,13.542361129966665,73.43062802762762,22.62772131800741
0.0,6507.284611078059,6.823477864846791,65.60949276011998,3.103105560556605
3.1612422674956617,2957.68613898764,9.983865900937822,69.28620857230828,13.170397154521183
0.0,4082.8663343650724,1.8719412373477353,18.77409713704206,0.0
0.0,4927.522976136032,3.286116003955205,9.925608778967616,2.6248161409816255
0.0,3710.097894607736,11.221523920480227,39.20481277180439,18.03553696884418
2.5031695843943425,6321.599946437963,6.2673939398553955,45.662729923183626,0.0
0.0,3822.854020783126,1.929982557447401,8.902277717138233,1.3930621697212002
0.0,2584.084492303209,9.865110619763279,54.987434075420694,17.405206662599223
3.7178871681099435,6211.955242657021,6.967429149948945,68.04217541218614,4.196240157821698
0.0,7637.0768257627315,9.81310807834426,1.0,0.0
0.0,5411.242217666284,8.721274556713555,1.0,0.0
2.2241213303829577,3212.125510718256,9.303656392632195,61.393506841343715,18.584467519973536
0.0,3442.467221928333,9.447021065564169,75.26910101548354,8.99792778720871
0.0,8384.19777400482,9.278198164730266,1.0,0.4893213052770271
0.0,2749.6926475192568,12.084743552448284,54.55289498736397,15.500091873712412
0.0,3086.298966915165,9.564882736306172,60.259628699632565,21.20313585010686
0.0,6913.54789082141,8.659632234686605,1.0,1.551459276761742
1.7258249505712815,6176.3023493916035,10.056990961152055,54.48315253175401,0.0
5.296510733961464,6914.044895800454,7.018697284421231,27.417354971248706,0.0
3.5356987676397607,6466.001684249653,8.656977521656462,59.40674533757583,0.0
2.129948018635206,3122.402707780599,11.216787941312866,57.4140903030664,20.700924674723918
3.025855645308768,7586.423798577524,5.120506347732523,52.944459262844916,0.6569657576676331
1.4160306233568885,7318.5114364918045,10.074917091620987,51.811236393840346,0.7057097983022889
0.0,6821.910861916694,10.81320492126842,1.0,3.922599562258558
0.0,3807.86348128119,3.016288496504587,1.0,3.640431994049944
0.0,4104.701715746862,3.971994218131617,23.189364939152206,5.869841093126102
2.3281903060780778,4664.644816928545,5.928759803951074,17.385460326959972,11.76740714313405
0.0,6717.525077612359,10.36185929581986,1.0,0.0
0.0,4043.0329727981825,4.615081216806832,21.725856193901812,1.0987481812366902
0.4647641928200805,6433.559331180893,9.980584049455462,27.81085941669437,0.0
0.1912356796548531,3684.3683591783742,11.123491497959332,52.12797117303221,18.36167039095995
5.8835457533310205,7404.410778977351,6.949173788907187,44.617876767267276,0.15861488672037538
0.0,7021.650923819667,11.540692173734552,1.0,0.0
0.0,3184.2197330466815,3.227832713492909,34.28408842646136,4.86446248239325
1.7787376346562227,7821.845159594377,5.6028789917679,48.80001651192443,0.0
2.0647536472501504,6677.195300008109,5.258668958668931,37.875947674155505,0.0
0.9385838233214114,6439.17347461278,8.79004458480387,62.271594348002075,0.0
0.6154394071226408,4417.427208306521,4.502332483042302,36.915874488738666,0.0
0.8589827781521095,6740.532673468819,6.921138144312122,43.46292336249902,0.0
0.0,1620.0992832874763,10.214260232760498,24.079192069335907,15.784892454415091
0.0,7746.7085240571705,8.542372076887844,1.0,0.15881598116763307
0.0,7761.743161034872,11.060483819045881,1.0,2.5346806676940776
6.6564562235559706,6614.563543194691,9.851229664078769,77.22059510625022,0.0
1.292256306482921,2314.4352514962216,11.321048146440976,45.723084487822284,18.79952253854661
0.0,7342.089913676466,6.113692598739698,46.12320549479021,0.0
0.0,3292.3197393293904,11.06858811511513,52.77502297039055,11.469343703952923
0.0,3454.040289365854,10.153678360240244,64.42871269887715,24.763366607971808
0.13418244061972562,3096.4499356600018,10.520905776155434,57.32264071205907,14.252368614148809
4.423636997288431,6176.418827545223,8.021622389160036,51.24841344032548,0.0
0.0,2869.532471258428,8.937074859885424,27.673530084630187,17.953441963245545
0.0,3585.929687473759,1.4459822980013202,50.72871190842204,0.0
1.6028671468469442,7151.851555533627,4.700644147959281,45.06263277519244,0.0
0.45543028702665245,7090.127971899667,8.797987481443181,51.69878238630775,0.0
1.7344708037971266,3334.4753634819967,3.070938835331224,38.79457329698844,3.238646022504291
0.0,7231.53247130656,7.683215860705148,1.0,0.0
7.899101175772999,7297.728322420078,6.798991263219279,63.925261829024734,3.3023321850565175
4.796864994180689,6345.915214282921,8.639299776977698,62.038036701955484,0.0
1.0634317666959934,4581.953310728923,3.744721343446126,1.0,14.924502973303326
0.0,3362.36437946699,6.556802391208632,41.25268265772675,13.273161086170662
3.0496226258218684,6184.17537180866,7.611553040517469,54.09091750047591,13.772725271882951
3.849047530059745,7373.268241536245,7.325221385038098,76.07775419379291,0.0
0.0,7765.804563262836,10.295467296738794,1.0,0.0
0.0,6587.346285932417,9.78117010975297,1.0,1.8944749641264824
0.0,6613.937589257174,9.461167677626067,1.0,0.0
0.0,3694.9786250563498,9.69444812497235,26.4807409280249,19.830545767864216
0.0,6348.288001937977,9.217720683904368,52.106504285425885,0.0
0.0,6428.180945198448,11.289923812859492,1.0,0.0
0.0,4599.63339524741,4.131202397434833,19.213869814297368,0.0
5.869912453103175,7364.031887153486,9.07733601115998,51.27585864025688,0.0
0.6624697465261811,3783.346418275076,4.038428457630899,1.0,6.2542097085219215
0.0,7722.988118882484,10.588735849926223,1.0,0.0
0.0,4491.116563672538,3.2119474643607875,27.41653358520714,6.036793239305781
0.37594331039538176,3669.695361399539,3.2190751848925863,1.0,0.7457132813908149
0.0,7327.0277779143335,11.089751632747642,1.0,0.0
0.0,3209.2186148715564,10.844007379829678,31.281407891467865,11.844443022645752
1.3242504352748394,4336.304348798894,3.6458419948795444,10.484417547146236,4.662140780289603
1.5818141640841707,3080.7117538551306,9.28779938404353,39.288070786154734,15.829187778189253
5.027057915020003,7211.292903089582,7.016413552381573,46.043500085098856,4.684411719473783
0.0,2780.664703056153,12.932574126170067,13.846106077155728,6.261408911423173
0.0,4175.666798362459,11.086775359147525,64.24912118150108,22.398106009999744
1.7864455435529543,6013.440315941536,7.359124388902183,64.66226054118583,0.0
0.0,7054.518452297064,12.316665879173508,1.0,0.0
0.0,6704.527308051764,8.213431430201116,1.0,0.0
0.9316035341975217,4407.140366522778,2.9027058726328576,1.0,4.196409289332388
0.0,3296.658001177396,8.96535444807582,45.14395226690388,24.018776981773165
5.851254648207784,6843.409924762274,8.462327761706035,57.212746953737046,0.0
0.0,5234.536804208488,2.5729446857024074,16.375311884020526,0.0
0.0,6632.879169927287,8.478814757551053,1.0,0.0
0.0,2055.735326151653,10.29187590461691,50.75829001573592,33.585104495163776
0.0,3812.491713328613,2.4350730373492464,25.780931174200962,5.544850179678253
0.0,4258.085315455279,3.55776649727293,38.03211424714471,0.0
0.0,2946.4535288808984,9.16669837662073,29.877268907236356,23.157961222537303
0.0,4231.605683038624,2.8902715636038443,15.784253092691209,0.8224269783321354
0.0,7498.184525919596,11.428804119069728,1.0,0.0
0.0,6403.647041575992,6.528515215564764,30.680380339482554,0.0
0.0,6163.925192052143,10.249543710517642,1.0,6.707551955565716
0.0,7003.72431160083,10.082486550921951,1.0,5.3468962361502435
2.318421194246695,3140.0807929657403,9.695497070806026,33.44583437102382,20.622451420452833
0.0,4258.83906908985,3.688917809878408,1.270814979079642,0.0
0.10246224367915557,6939.900080532823,7.049745992760222,62.093223110209166,0.0
0.0,6979.86151559698,10.549713322505774,1.0,0.0
1.366183473046748,7298.124675193221,7.860808739290459,39.56469694021178,4.161625939243037
0.0,6070.222271413884,8.783434140511336,1.0,3.966932661983881
0.0,3788.1533322619707,12.112378266533394,45.64695803614365,13.140671625593683
0.0,7267.792631442798,8.388691736456897,1.0,0.0
0.0,4083.838830366386,12.062682430621454,29.143459201809847,18.853646740008312
0.0,2933.479545927341,11.178575054140584,55.86992861999266,15.096966817075256
0.0,2029.5174358971572,11.962171490611336,48.34040773975148,17.672231054637933
0.0,3366.3397924599085,11.22695045639383,42.45775015084429,14.572819846215891
0.0,7364.784470900696,8.570454785762129,10.289074929885643,0.0
0.5461396811458012,3662.004867643253,11.94565380846361,50.453263278825155,11.176686256012065
4.272743349002565,8194.970473059815,5.216744167363741,61.30992379829358,0.0
3.9625959815650393,6113.179876921157,7.796246462003723,61.663489186778875,4.48453439764511
2.078464468716211,4609.837828759903,11.69794689825554,26.873370724640257,17.1866320154994
0.0,3622.5196881241445,2.880392254945589,41.72256653434149,5.069939669273664
0.0,3416.173846912531,9.130057898709746,65.98974314226797,25.37500593443326
0.7611067748319345,4763.704628759011,6.777082156608399,1.0,8.938004007151214
0.0,3863.4589878900006,10.402052921633157,50.65546081520935,25.457943087204793
0.0,4068.9591938399712,2.5120632264752603,3.405117222014468,0.0
0.17920684805420883,4636.4533675008115,4.322462936758889,1.0,0.0
0.0,4471.470855647204,1.0,31.36558688917979,0.0
0.0,3748.5689334342583,10.0195088855573,61.629511946945996,29.221306765074452
0.0,4041.7412772811613,4.089247475130894,22.762591597899803,0.0
0.0,3054.1509400224254,7.870177870023849,52.97039873266854,19.086122852967677
0.0,7025.928062749869,9.812710972186485,1.0,0.0
0.0,3990.9163236599957,10.290530645341452,92.27187626527345,11.30985319252026
0.0,6700.895543387025,10.897464456599115,1.0,4.239567911307038
0.0,4731.727898884348,3.353581226409098,12.227848608305454,7.096511710743078
0.0,5967.213036827374,11.725182070406744,1.0,0.0
0.0,4429.21176631974,1.0,10.653951459034928,0.0
0.9450815477269061,7510.681319197742,7.670397630504263,43.73336954317601,0.0
4.7229208805248675,6277.657709075844,5.0244433141922205,27.300117878833575,0.0
1.8014903188603197,3259.6981740761903,5.557209832611818,1.0,0.0
0.0,2994.485450070355,9.427487847465745,40.860638238281666,24.106728284107163
0.8484431858559374,6898.204598865244,6.901116603499778,74.10834499337855,0.0
0.0,6916.349147675355,9.669442880119092,1.0,0.0
0.0,2917.1826661237283,9.171935270879203,48.58222342623763,18.998005205865766
0.0,6753.377631040975,9.35554044774717,1.0,0.0
