trip_frequency,average_booking_value,destination_diversity,session_duration,search_behavior,Cluster
-0.9324097813384776,-0.6709216921019571,0.7997840308188932,0.2382725673502074,-1.2313002092806669,4.0
-0.4644742250388414,0.0276627190092537,0.7997840308188932,-0.2166326528917986,1.2207809913144732,1.0
-0.4644742250388414,-0.5066368124355127,-1.1864314355701322,-0.4604387642094351,-0.0052596089830967,3.0
0.0034613312607949,-0.4046272642519754,-1.1864314355701322,-1.0115640128750116,1.2207809913144732,3.0
-0.4644742250388414,-0.2500668647782642,0.7997840308188932,0.5507540102954696,-0.0052596089830967,1.0
-0.4644742250388414,1.122925243533852,0.0006358286457601,0.563264960270208,-0.0052596089830967,1.0
1.8752035564593403,-0.1351254781004633,-1.1864314355701322,-0.1466575677207977,-1.2313002092806669,0.0
0.4713968875604313,-1.10532172958751,0.0052978442632829,-0.2346266290224742,-1.2313002092806669,4.0
0.0034613312607949,-1.4842682107434964,-0.7891883422923271,-0.3684480574979973,-0.0052596089830967,3.0
1.407268000159704,-0.493689236143925,-1.1864314355701322,0.790339945517162,1.2207809913144732,0.0
1.8752035564593403,0.0597755940371899,-1.1864314355701322,-0.5395620837079917,-1.2313002092806669,0.0
2.577106890908795,1.2360672312407972,1.5942702173745034,2.4177504919047035,-0.0052596089830967,2.0
0.9393324438600676,2.3480608296316308,-1.1864314355701322,2.4177504919047035,-0.0052596089830967,2.0
0.0034613312607949,0.4673947136096489,-1.5836745288479372,-0.8758632908105872,1.2207809913144732,3.0
0.9393324438600676,-0.3368297718958421,-0.7891883422923271,-0.6738583836864636,-0.0052596089830967,0.0
2.577106890908795,-2.5588912491682354,-1.1864314355701322,-1.098568556476891,-0.0052596089830967,0.0
-0.9324097813384776,-0.2523672704322858,-0.7891883422923271,-0.8481905191864083,1.2207809913144732,3.0
0.4713968875604313,-0.094668346047362,-0.7891883422923271,-0.0715794002513111,-0.0052596089830967,3.0
-0.9324097813384776,0.8821651661003779,-1.1864314355701322,-0.6715178773377009,-1.2313002092806669,4.0
0.4713968875604313,0.4218090456874599,-0.3919452490145221,0.993876729610794,-0.0052596089830967,2.0
-1.400345337638114,-0.8606415293872663,-1.1864314355701322,0.6348591569527687,-1.2313002092806669,4.0
-0.9324097813384776,0.7504049686887346,1.197027124096698,0.4506885216847492,1.2207809913144732,1.0
0.0034613312607949,-1.2592176370079822,0.0052978442632829,-1.1330596458846691,1.2207809913144732,3.0
-0.9324097813384776,-1.753287874777242,-0.7891883422923271,0.0156118083136147,1.2207809913144732,3.0
-0.4644742250388414,0.2458445715757124,1.197027124096698,1.7900905948454893,-0.0052596089830967,2.0
0.0034613312607949,0.0276627190092537,0.402540937541088,2.4177504919047035,1.2207809913144732,2.0
-0.4644742250388414,1.3115782619847292,-1.1864314355701322,-0.7573295798014508,1.2207809913144732,3.0
-0.9324097813384776,-0.3274856363553305,0.0052978442632829,-0.8141306817345721,-1.2313002092806669,4.0
1.407268000159704,-0.5355430137776875,-1.1864314355701322,-0.9279584584486428,-0.0052596089830967,0.0
1.407268000159704,-1.1292360111576454,-1.5836745288479372,-0.6106465228318354,-1.2313002092806669,0.0
-1.400345337638114,0.0276627190092537,0.402540937541088,-1.1711254856263726,-0.0052596089830967,1.0
1.8752035564593403,1.267806883421226,0.0052978442632829,0.1213783553747496,-1.2313002092806669,0.0
-0.4644742250388414,0.5240231779480174,-0.7891883422923271,-0.4209108259892257,1.2207809913144732,3.0
2.3431391127589767,1.2104303480206582,1.197027124096698,-0.7595237389814841,-1.2313002092806669,0.0
-1.400345337638114,-0.6989435934690098,-0.3919452490145221,-0.0283925772759368,-0.0052596089830967,3.0
1.407268000159704,-0.7626527883078494,0.0052978442632829,-0.5394859376256654,1.2207809913144732,0.0
-0.4644742250388414,-0.0975735962674056,1.197027124096698,0.0653889214522838,1.2207809913144732,1.0
