trip_frequency,average_booking_value,destination_diversity,session_duration,search_behavior,Cluster
3.0,504.6363302238733,1.0,18.591777808812285,1,2
7.0,777.6251720301125,5.0,7.689000565108158,2,3
7.0,479.38472471178056,4.990620259826026,65.07638029031561,1,2
4.0,602.0086791971397,4.990620259826026,9.825149675978304,1,2
3.0,578.9325867673316,3.0,15.282107546163552,2,2
4.0,504.6363302238733,8.0,2.596976987815633,0,2
4.0,314.26650830933465,1.0,43.51929900668177,2,1
5.004448022126588,643.6450857583458,3.0,7.668664167306101,2,3
5.0,876.5232072509707,8.0,10.44712428567323,1,3
7.0,716.4286456038795,2.0,80.00633333247055,1,3
5.004448022126588,508.5994205166684,6.0,10.576318997187473,2,2
9.0,522.4469699933587,1.0,36.2399340267299,2,2
5.0,380.6248457062718,3.0,79.06965126314002,0,1
5.0,313.0369064015243,1.0,43.922624839200935,1,1
4.0,432.908453678146,3.0,29.931223348062,2,2
3.0,323.0086717617271,9.0,27.571967670435097,2,1
5.0,504.6363302238733,7.0,16.163403105818983,1,2
2.0,384.2364269593575,9.0,17.296363132405997,0,2
4.0,487.9077065467061,5.0,1.0944550757968134,0,2
4.0,530.0679526747602,8.0,11.521758985757712,2,2
4.0,855.2471119594579,5.0,85.6975626148334,0,3
5.0,597.367280365565,3.0,49.62168676431634,1,2
5.0,445.5830390468831,6.0,61.595342869820286,0,2
2.0,745.7472209577231,7.0,10.385745433317414,0,3
9.0,289.07091016383947,6.0,9.441949054169664,2,1
4.0,515.0834575277536,1.0,20.457396781142908,0,2
3.0,439.725107767028,8.0,47.37534710940448,2,2
0.0,619.6455726847445,4.0,29.931223348062,1,3
2.0,519.1023173217002,1.0,3.122229863834789,1,2
2.0,659.3204486039208,5.0,17.201924332963905,1,3
5.004448022126588,754.6173926861259,5.0,3.774785217037688,1,3
3.0,625.8290424285884,7.0,47.46252148510722,0,3
2.0,491.73132253776527,1.0,68.43479141466642,2,2
3.0,562.4679097123407,4.0,16.973035200966095,1,2
1.0,545.8210099280966,3.0,11.857048820337727,2,2
2.0,504.6363302238733,6.0,41.98212466595511,0,2
4.0,634.3221861084597,4.0,85.6975626148334,0,3
7.0,694.9013973140113,6.0,5.41245577002644,2,3
9.0,563.6980382160397,4.0,24.948843641399804,2,2
2.0,378.8351739710197,8.0,39.44094154610602,2,1
3.0,265.840681637236,2.0,9.725142126878298,1,1
4.0,840.4823250769914,2.0,27.99148391533709,2,3
3.0,399.7814009348072,9.0,7.823983203764435,1,2
9.0,531.0761657736417,9.0,85.6975626148334,2,2
8.0,529.3163124681179,3.0,21.69146375577465,2,2
6.0,378.05338163024646,6.0,7.863198973277248,1,1
1.0,299.2723560481239,1.0,3.631280345169375,0,1
4.0,337.22499657962345,6.0,4.638866024196379,0,1
6.0,797.2812683691003,5.0,34.32159383947983,2,3
2.0,485.8707673077993,9.0,18.82167531955916,0,2
7.0,642.8802479664012,2.0,63.07572715396749,1,3
5.0,613.8401044587577,4.990620259826026,4.798746264293999,2,2
5.0,554.2988456352784,5.0,4.269280072409163,0,2
3.0,389.5393585971467,5.0,29.931223348062,1,1
6.0,497.9946536193568,3.0,1.7209204023614102,0,2
2.0,348.9646909112564,5.0,1.661413820928223,1,1
2.0,504.6363302238733,9.0,43.87467003742483,2,2
9.0,811.4133652517239,6.0,63.876975063688974,1,3
4.0,485.8394719394311,7.0,16.335888119816342,1,2
2.0,385.2419608736074,7.0,0.6731220421612975,2,2
6.0,538.1012275273026,2.0,17.99375949599267,2,2
3.0,496.663787443038,7.0,32.918065723316225,2,2
5.0,327.0618553052601,4.0,29.931223348062,1,1
4.0,192.2390904114453,4.990620259826026,10.75727918687744,1,1
7.0,551.002181445358,4.990620259826026,12.171062400768392,0,2
2.0,865.0438874030859,2.0,14.7057221208033,1,3
5.004448022126588,495.3920553338591,6.0,85.6975626148334,1,2
2.0,825.2489658342308,7.0,42.574995912485264,2,3
5.0,362.7617242016415,3.0,20.16991544367557,2,1
8.0,393.71611422750766,7.0,17.124008943707203,2,2
10.5,120.3156336432818,9.0,85.6975626148334,0,1
7.0,619.8728052086722,4.990620259826026,8.671634156021758,0,2
4.0,287.5636593823256,6.0,11.679715784474013,1,1
5.0,299.57605273071886,6.0,2.2819521714168345,1,1
7.0,523.3620611087105,6.0,67.29700841088722,1,2
5.0,389.638853922478,2.0,0.2177929055382642,2,2
5.004448022126588,533.8849141146525,2.0,60.30288136096427,2,2
6.0,504.6363302238733,7.0,34.790152479352706,1,2
5.0,265.3119633761851,8.0,14.426448852770925,0,1
5.0,492.7911855338781,3.0,23.319665800076283,2,2
4.0,539.7885126922766,3.0,46.399941585628525,1,2
5.004448022126588,315.12032265616574,1.0,8.966786260221596,1,1
8.0,478.3048243911211,8.0,36.58695796798485,2,2
4.0,607.95130356746,4.0,8.511346342109112,2,2
9.0,550.6383473065971,1.0,12.524541107991576,2,2
3.0,378.2973956921952,6.0,1.856132922414178,0,1
1.0,175.77204326893673,1.0,29.931223348062,1,1
4.0,504.6363302238733,5.0,5.793617389964946,2,2
5.0,218.3865390028439,5.0,0.5033932319398045,0,1
6.0,842.4436506319314,7.0,6.717704038139454,2,3
2.0,627.12763338651,3.0,31.5433132395094,2,3
3.0,439.6901247986258,9.0,1.0324604465940077,2,2
6.0,618.9554029687947,4.0,47.55746140290026,0,2
9.0,504.6363302238733,3.0,0.9534881024798952,1,2
3.0,684.6618322355577,4.990620259826026,52.03131067387245,1,3
10.5,333.99662563855844,8.0,8.304239976036543,2,1
5.004448022126588,661.2204249037833,3.0,31.34172278730096,1,3
6.0,536.136804360314,7.0,60.60948461623856,2,2
5.0,303.6038906031048,6.0,18.852467561980845,1,1
8.0,716.7469028368716,5.0,6.750350501644951,0,3
1.0,567.6189042680935,4.0,44.1195314727488,2,2
3.0,538.5374447949541,1.0,4.547143429513247,0,2
4.0,463.1426957760904,6.0,10.975893101961022,2,2
5.0,699.7714639702015,2.0,22.517034952299987,2,3
3.0,429.5495687811338,1.0,14.738367321846756,0,2
7.0,373.4487981059176,4.0,8.80543299999307,2,1
3.0,449.8911479759885,9.0,20.72972278956415,0,2
10.0,604.0304876766761,4.0,41.65999337120961,2,2
6.0,504.6363302238733,4.0,9.540990638018943,0,2
5.0,477.97861290101287,5.0,7.807901672450212,1,2
4.0,377.3945253179864,3.0,24.88664242523832,0,1
5.0,555.3360113343396,6.0,2.01816611067442,1,2
3.0,482.3909044955255,4.0,24.59355025845776,2,2
5.0,492.3347014214864,7.0,85.6975626148334,2,2
7.0,640.5817238094103,8.0,10.66041786745348,1,3
5.004448022126588,504.6363302238733,2.0,61.0182664828896,2,2
7.0,424.5614752581264,7.0,27.64533670302068,2,2
3.0,542.7316100861822,1.0,31.06335648784548,0,2
3.0,545.4580583793756,3.0,21.615949423342315,1,2
3.0,512.7878421876103,5.0,65.26911829785311,2,2
6.0,374.9012500156567,8.0,66.77089357038878,1,1
3.0,498.8586812271967,2.0,85.6975626148334,0,2
5.0,762.0460651693645,3.0,9.216757859301753,1,3
5.0,267.9056918860948,8.0,27.613955075820165,2,1
4.0,657.9937336927405,3.0,53.185109861953045,0,3
3.0,337.8058393536163,4.990620259826026,49.41493006395658,0,1
7.0,695.8475374441194,3.0,21.867437712532016,2,3
7.0,683.2182396221983,7.0,2.8696205096232843,2,3
3.0,328.32473055530136,2.0,85.6975626148334,1,1
7.0,571.5387602757787,1.0,49.025643852491385,2,2
4.0,388.41471806171694,3.0,36.17153441402759,0,1
7.0,514.3450473399467,9.0,18.659991723287245,2,2
3.0,628.6179624456852,5.0,10.308840205000836,2,3
2.0,312.5648376189498,2.0,43.525781195138926,2,1
8.0,329.98858357095725,6.0,7.934991421667307,0,1
9.0,676.3640558224878,4.990620259826026,41.268832478734495,0,3
4.0,504.6363302238733,2.0,18.116930647272344,2,2
5.004448022126588,317.4166638207301,1.0,85.6975626148334,2,1
9.0,627.5436923360596,4.0,2.0537951573048425,1,3
5.0,311.47918188102585,6.0,16.167147833945776,1,1
2.0,561.705747371986,1.0,85.6975626148334,2,2
4.0,475.6016550922164,6.0,38.01703243305934,0,2
5.004448022126588,666.7910847068165,6.0,19.73844263723768,0,3
1.0,667.1380908888035,9.0,8.674477426872995,0,3
6.0,405.87097380965344,3.0,45.79428372068655,1,2
5.004448022126588,631.3973740541788,7.0,18.25312527743374,2,3
5.0,724.2149969101906,3.0,85.6975626148334,2,3
3.0,297.9835422206713,8.0,27.591564923164647,1,1
8.0,403.55433941063336,6.0,71.33031292396942,1,1
8.0,350.81003586563014,4.0,29.931223348062,0,1
6.0,530.0428352054531,8.0,29.931223348062,1,2
5.004448022126588,349.7306936459085,7.0,28.134210376303542,2,1
8.0,378.96102075582826,2.0,13.618186947769306,2,1
7.0,503.86410439403016,3.0,44.766053262945874,2,2
9.0,439.4351917284727,7.0,83.40201403645895,0,2
5.0,123.67212961629131,3.0,49.38900263456354,0,1
5.0,342.93203232287726,3.0,48.34748369177473,1,1
5.0,574.6350719982961,1.0,9.567166296359076,2,2
6.0,491.9398241356213,8.0,52.18891174510319,2,2
6.0,318.2601059116512,4.0,0.4935643753282828,1,1
9.0,378.274423720604,7.0,20.085696695157104,0,1
3.0,415.83688448430246,6.0,7.068666122932488,0,2
1.0,615.7707738838718,9.0,30.82013450893657,1,2
1.0,500.9848953033058,5.0,55.55335599103712,2,2
5.0,749.3329980242515,4.0,21.99963823907647,2,3
1.0,464.6511130183489,4.0,3.9734986038507625,0,2
5.0,680.209846279985,1.0,53.05470283130017,2,3
5.0,409.9942018918702,2.0,16.26727240575311,1,2
4.0,485.9179383546003,1.0,5.8561427427029225,0,2
9.0,339.1455386464123,8.0,9.508922953680534,2,1
5.0,709.6925267076203,9.0,3.897012883645772,2,3
7.0,436.6081559674586,4.0,10.203161559794824,0,2
6.0,577.04323590181,2.0,4.0307006228063935,2,2
7.0,451.9728318162002,4.0,76.58253938768908,0,2
5.004448022126588,357.91928058581766,1.0,3.785284631709753,2,1
5.0,594.4132512382719,2.0,20.23394497078636,2,2
7.0,527.1422395606108,9.0,85.6975626148334,1,2
9.0,499.1032273828524,3.0,1.0996480017900674,1,2
9.0,404.2779546765634,1.0,14.59794924864063,2,2
9.0,670.0051601917748,9.0,12.919117390891817,2,3
7.0,503.2627998711971,5.0,6.369884078777479,2,2
4.0,599.7459850713459,5.0,5.514469963014853,1,2
8.0,497.1985360408356,2.0,29.931223348062,1,2
3.0,459.90968510647417,4.0,44.84283012226394,0,2
7.0,373.6477481520883,3.0,25.940269409877427,1,1
5.004448022126588,397.4141412634219,4.0,50.17190733973941,2,1
5.004448022126588,504.6363302238733,9.0,16.880013886727617,0,2
5.0,432.4499629323994,3.0,0.7924493627670384,1,2
5.0,261.4298233180353,7.0,29.931223348062,0,1
2.0,447.56734805835725,5.0,25.51844816415487,1,2
3.0,528.8027792883922,4.0,68.79403847809004,2,2
9.0,525.7171546816451,5.0,1.8095040805997424,0,2
9.0,609.9990043163941,4.0,12.045119027203077,0,2
4.0,438.1455840521845,4.990620259826026,77.74030793180258,1,2
7.0,504.6363302238733,2.0,29.931223348062,1,2
2.0,436.1444969600219,9.0,18.02650300164669,2,2
5.004448022126588,728.0468350380584,1.0,26.060288612839667,2,3
1.0,574.1271363039259,7.0,8.897613623590585,2,2
6.0,330.3327701754997,7.0,40.17334278001094,2,1
7.0,595.7554320166357,9.0,28.14930347217215,2,2
6.0,491.25457002845593,5.0,33.36545535622966,0,2
3.0,210.5288908954321,7.0,10.93567002868106,0,1
3.0,468.5039783017145,5.0,1.7846803138969545,2,2
5.0,810.4060699015686,5.0,6.073720312890222,2,3
6.0,546.6822251272974,8.0,29.931223348062,1,2
8.0,442.983389921535,2.0,7.7315257558169534,2,2
4.0,879.8302215695527,4.0,20.85302997022803,1,3
8.0,504.6363302238733,6.0,84.37890374167547,2,2
10.0,457.4277297915639,6.0,5.791821614911503,0,2
3.0,484.9357852362979,1.0,12.559078250255894,1,2
1.0,781.2176021567399,7.0,9.577259820475383,2,3
7.0,372.85381007947086,4.0,43.383189033124346,2,1
4.0,585.4356540857848,2.0,47.00894657908326,2,2
3.0,686.0724001014426,4.990620259826026,15.9664154184356,0,3
5.0,372.2273622428562,4.0,14.774574599475878,2,1
5.0,507.3620290968513,5.0,4.327643811547391,2,2
5.0,382.9872251553952,4.0,46.606356701137926,0,1
